cliques,network_int,connections,conversations,prototypes,dimensions,adaptiveness,degrade,copy_player,starting_distance_network,network_distance,clique_1_distance,clique_2_distance,clique_3_distance,clique_4_distance,clique_5_distance
5.0,54.0,9.0,1000.0,5.0,7.0,5.0,0.01,2.0,2.4598819263527565,0.8500885786842405,0.6286516198928745,0.5929342896172881,0.6089047048362466,0.6115419601708025,0.6526169428392514
5.0,55.0,6.0,1000.0,5.0,7.0,5.0,0.01,2.0,2.4365615098846063,0.7354942099957053,0.6137529114991628,0.6383480649316977,0.589248946928825,0.6201968100741526,0.6338993200365062
5.0,56.0,7.0,1000.0,5.0,7.0,5.0,0.01,4.0,2.40810080995568,0.7572490515772262,0.6022573899343625,0.632858285029393,0.6706241102747923,0.6005188931784596,0.6306946788188149
5.0,57.0,10.0,1000.0,5.0,7.0,5.0,0.01,3.0,2.462258972783152,0.8263374211692135,0.6324239341152896,0.6470387909281043,0.6749876473536636,0.619167723198175,0.6331125723530973
5.0,58.0,9.0,1000.0,5.0,7.0,5.0,0.01,2.0,2.4062821247759922,0.8330806501429113,0.5687698541707117,0.6440228494604232,0.6836281149460207,0.5863905093940887,0.6131113294962359
5.0,59.0,9.0,1000.0,5.0,7.0,5.0,0.01,5.0,2.386907109400178,0.7283843150228031,0.6220238536371614,0.5826933786272588,0.6093983249101796,0.585978366796379,0.6101237011123827
5.0,60.0,7.0,1000.0,5.0,7.0,5.0,0.01,5.0,2.405598582753823,0.7196267523501751,0.5873694602972052,0.6020761545717088,0.6009245054433753,0.6377907276183984,0.5841608429213773
5.0,61.0,10.0,1000.0,5.0,7.0,5.0,0.01,2.0,2.390941137143174,0.8665654969448319,0.6064131130141548,0.6082735444669143,0.5883497633926511,0.6565309316087126,0.5571875969447645
5.0,62.0,9.0,1000.0,5.0,7.0,5.0,0.01,5.0,2.342235711403761,0.7432119827318913,0.6169773063798983,0.6187223767690873,0.641296253277213,0.6237393154050592,0.6032138291334803
5.0,63.0,9.0,1000.0,5.0,7.0,5.0,0.01,3.0,2.3335268317664726,0.7721564233262697,0.5930614081903905,0.6027148805437617,0.5930190574707538,0.6095370228974287,0.618010330205957
5.0,64.0,6.0,1000.0,5.0,7.0,5.0,0.01,3.0,2.3732504247094623,0.7764595089096841,0.619553016838545,0.608978642924463,0.6371169963216713,0.6415666530885072,0.653483514947369
5.0,65.0,10.0,1000.0,5.0,7.0,5.0,0.01,3.0,2.433042290750522,0.8042471642978807,0.6054543979433875,0.6013696845153866,0.6344176891110258,0.5733860670621143,0.6204533961753058
5.0,66.0,8.0,1000.0,5.0,7.0,5.0,0.01,3.0,2.400409163288137,0.7871672029134041,0.6052634830670556,0.644634151774005,0.6011590409019256,0.6234723869176857,0.6125780347952257
