cliques,network_int,connections,conversations,prototypes,dimensions,adaptiveness,degrade,starting_distance_network,network_distance,clique_1_distance,clique_2_distance
2.0,1217.0,2.0,2500.0,5.0,7.0,5.0,0.01,2.3962910961610766,0.6880450117835913,0.6249871588689832,0.6203594631167714
2.0,1218.0,2.0,2500.0,5.0,7.0,5.0,0.01,2.3589437640990583,0.6690893726803528,0.6111066540346114,0.6347923745348548
2.0,1219.0,2.0,2500.0,5.0,7.0,5.0,0.01,2.347341247332515,0.6553381037707585,0.5960587683356051,0.6330005699338863
2.0,1220.0,2.0,2500.0,5.0,7.0,5.0,0.01,2.394749765994696,0.6932831800682119,0.6240099967019972,0.5812068149073643
2.0,1221.0,2.0,2500.0,5.0,7.0,5.0,0.01,2.505928936202872,0.7230663354387202,0.6168037272364885,0.6140444610508019
2.0,1222.0,2.0,2500.0,5.0,7.0,5.0,0.01,2.473557170594644,0.6835002167497073,0.6160961273853147,0.6106101753602574
2.0,1223.0,2.0,2500.0,5.0,7.0,5.0,0.01,2.3935842292874154,0.6851154336227706,0.6042482380167522,0.5961950973233399
2.0,1224.0,2.0,2500.0,5.0,7.0,5.0,0.01,2.4160977855168837,0.6762139681183562,0.6013713127965855,0.6111838781962049
2.0,1225.0,2.0,2500.0,5.0,7.0,5.0,0.01,2.4139421032182087,0.6759342657417913,0.6120470192805887,0.5925540676574316
2.0,1226.0,2.0,2500.0,5.0,7.0,5.0,0.01,2.36881531966881,0.6637058357049501,0.6058484102944787,0.6255032196393142
2.0,1227.0,2.0,2500.0,5.0,7.0,5.0,0.01,2.3967764465064714,0.6878781526308572,0.6063137700441908,0.6202632081528052
2.0,1228.0,2.0,2500.0,5.0,7.0,5.0,0.01,2.4335543301750517,0.6921663305125931,0.6163346429814318,0.6114197545344536
2.0,1229.0,2.0,2500.0,5.0,7.0,5.0,0.01,2.4446943116851374,0.7066317065457262,0.6274303005388261,0.5960810330363426
2.0,1230.0,2.0,2500.0,5.0,7.0,5.0,0.01,2.404518749646897,0.6727718448565072,0.6099636328015404,0.6002269918438492
2.0,1231.0,2.0,2500.0,5.0,7.0,5.0,0.01,2.376649786416683,0.6846122465207948,0.6199161665706552,0.5877659270192541
2.0,1232.0,2.0,2500.0,5.0,7.0,5.0,0.01,2.335831406324866,0.6799332300658054,0.6389917094735584,0.5936709199370999
2.0,1233.0,2.0,2500.0,5.0,7.0,5.0,0.01,2.4534053112578524,0.6743629057496795,0.5967522916465463,0.5918472378763997
2.0,1234.0,2.0,2500.0,5.0,7.0,5.0,0.01,2.385886617687115,0.6698235604234949,0.6156586316734828,0.5994183299086159
2.0,1235.0,2.0,2500.0,5.0,7.0,5.0,0.01,2.353367865419463,0.6726385343094623,0.6035816986961332,0.6161065485642737
2.0,1236.0,2.0,2500.0,5.0,7.0,5.0,0.01,2.4311373257869526,0.6942067393728945,0.5948004929754219,0.6217736102811516
2.0,1237.0,2.0,2500.0,5.0,7.0,5.0,0.01,2.4152710248835207,0.6630735893482715,0.5999842205991778,0.6040256083849449
2.0,1238.0,2.0,2500.0,5.0,7.0,5.0,0.01,2.431336964406188,0.6745218067458849,0.5888327254161998,0.5971291717176808
2.0,1239.0,2.0,2500.0,5.0,7.0,5.0,0.01,2.3930818427867693,0.6491867892206746,0.625098506070596,0.5916098139895071
2.0,1240.0,2.0,2500.0,5.0,7.0,5.0,0.01,2.3860621981667927,0.6592322149057381,0.5900693187575551,0.6134594855228535
2.0,1241.0,2.0,2500.0,5.0,7.0,5.0,0.01,2.36366763749756,0.6759567313401981,0.6012463840983759,0.6175716833645731
2.0,1242.0,2.0,2500.0,5.0,7.0,5.0,0.01,2.3822738665383816,0.6824191866487658,0.6014566935813049,0.6046949969340083
2.0,1243.0,2.0,2500.0,5.0,7.0,5.0,0.01,2.361318704129545,0.6708465127859191,0.597419176109104,0.5873430633384431
2.0,1244.0,2.0,2500.0,5.0,7.0,5.0,0.01,2.4191178839169294,0.6751114592485811,0.6237347175295622,0.633740185433642
2.0,1245.0,2.0,2500.0,5.0,7.0,5.0,0.01,2.4046245477776633,0.6864708564935003,0.5979893575932472,0.6238641475906236
2.0,1246.0,2.0,2500.0,5.0,7.0,5.0,0.01,2.4056426296941176,0.6506326656051481,0.6166979533866136,0.5896445793916579
2.0,1247.0,2.0,2500.0,5.0,7.0,5.0,0.01,2.444181253157654,0.6824108114982516,0.619458311627426,0.6247864408950224
2.0,1248.0,2.0,2500.0,5.0,7.0,5.0,0.01,2.4519599848081604,0.7059288419778581,0.5987200989545279,0.6308841186039894
2.0,1249.0,2.0,2500.0,5.0,7.0,5.0,0.01,2.3536521347759014,0.6799333546473906,0.6000389424992545,0.6258594238511357
2.0,1250.0,2.0,2500.0,5.0,7.0,5.0,0.01,2.3914740246706314,0.6925896325848848,0.5889704578219541,0.5936736824457877
2.0,1251.0,2.0,2500.0,5.0,7.0,5.0,0.01,2.367402787110032,0.6642631038152824,0.5994542455191273,0.6340077955248916
2.0,1252.0,2.0,2500.0,5.0,7.0,5.0,0.01,2.3697319709732176,0.6619985281780455,0.6183913842669839,0.6046266153264562
2.0,1253.0,2.0,2500.0,5.0,7.0,5.0,0.01,2.3584490584097675,0.6838353213579824,0.5942520452863028,0.6071826818494683
2.0,1254.0,2.0,2500.0,5.0,7.0,5.0,0.01,2.401725945501689,0.6395028351106692,0.5770615708738502,0.6088997579666313
2.0,1255.0,2.0,2500.0,5.0,7.0,5.0,0.01,2.4283675533823637,0.6840059225002217,0.5838321547321268,0.6164822566600907
2.0,1256.0,2.0,2500.0,5.0,7.0,5.0,0.01,2.442621360803592,0.690715952794607,0.5871356015457823,0.6084879552448345
2.0,1257.0,2.0,2500.0,5.0,7.0,5.0,0.01,2.4027049860137972,0.6906585646181618,0.5883698956280746,0.6265281646301534
2.0,1258.0,2.0,2500.0,5.0,7.0,5.0,0.01,2.388924208386568,0.6966318867456645,0.6226115542830601,0.555220325230856
2.0,1259.0,2.0,2500.0,5.0,7.0,5.0,0.01,2.369714285103863,0.6682187502685638,0.5714214610677039,0.6112002252574219
2.0,1260.0,2.0,2500.0,5.0,7.0,5.0,0.01,2.416903982387528,0.680060485080443,0.6173930601843045,0.5991343949589522
2.0,1261.0,2.0,2500.0,5.0,7.0,5.0,0.01,2.394538090544368,0.6736799433720476,0.5885135097032185,0.6298269159719665
2.0,1262.0,2.0,2500.0,5.0,7.0,5.0,0.01,2.464260700166691,0.6585001029719592,0.6206771407172316,0.5879000164521235
2.0,1263.0,2.0,2500.0,5.0,7.0,5.0,0.01,2.4372854802747876,0.6898366020096749,0.6184699386531776,0.6218423753000071
2.0,1264.0,2.0,2500.0,5.0,7.0,5.0,0.01,2.3755087145411826,0.6735641097901195,0.6196688465424928,0.6046391713757755
2.0,1265.0,2.0,2500.0,5.0,7.0,5.0,0.01,2.454225067642237,0.6928059198414774,0.6193073930909474,0.6236071988968959
2.0,1266.0,2.0,2500.0,5.0,7.0,5.0,0.01,2.4235455512422064,0.690624698670445,0.6058900734978668,0.6026625591880403
2.0,1267.0,2.0,2500.0,5.0,7.0,5.0,0.01,2.3624275483685877,0.6604755004319237,0.6142849301711177,0.5850291518195239
2.0,1268.0,2.0,2500.0,5.0,7.0,5.0,0.01,2.395214215811891,0.7167996310451763,0.6369558151162205,0.6104570677934577
2.0,1269.0,2.0,2500.0,5.0,7.0,5.0,0.01,2.473308191452048,0.7022356666083832,0.6177447752978518,0.6327922331912342
2.0,1270.0,2.0,2500.0,5.0,7.0,5.0,0.01,2.458062716524958,0.6996045717817804,0.6029469034037237,0.6257151162859848
2.0,1271.0,2.0,2500.0,5.0,7.0,5.0,0.01,2.403859285465619,0.6575787468008085,0.6407498022530694,0.6106784778228825
2.0,1272.0,2.0,2500.0,5.0,7.0,5.0,0.01,2.3451760011344884,0.6677496975786181,0.5833518318084195,0.6166388058807178
2.0,1273.0,2.0,2500.0,5.0,7.0,5.0,0.01,2.431645240636355,0.7001744290665194,0.6250571343269571,0.6070607804541747
2.0,1274.0,2.0,2500.0,5.0,7.0,5.0,0.01,2.3489859269739126,0.7041692928872344,0.635335577690512,0.6018001525221894
2.0,1275.0,2.0,2500.0,5.0,7.0,5.0,0.01,2.371665654846117,0.7274627271796703,0.6154659794344479,0.6241011928865652
2.0,1276.0,2.0,2500.0,5.0,7.0,5.0,0.01,2.3950438376889664,0.6814874702363631,0.6249140004170961,0.6134826185328213
2.0,1277.0,2.0,2500.0,5.0,7.0,5.0,0.01,2.401838108680826,0.6762423432292198,0.6107578289540585,0.6018036264749701
2.0,1278.0,2.0,2500.0,5.0,7.0,5.0,0.01,2.397804727345014,0.6980451071520518,0.6330953862647952,0.6114004080213894
2.0,1279.0,2.0,2500.0,5.0,7.0,5.0,0.01,2.431765456310288,0.6387692463472424,0.5913241472337317,0.5998856045775904
2.0,1280.0,2.0,2500.0,5.0,7.0,5.0,0.01,2.3723047683819036,0.6927606693493636,0.6513122572549691,0.6040633151962584
2.0,1281.0,2.0,2500.0,5.0,7.0,5.0,0.01,2.4346162053911273,0.7098059467462589,0.6175402641240887,0.6068839533905538
2.0,1282.0,2.0,2500.0,5.0,7.0,5.0,0.01,2.37553507185362,0.6948453780161982,0.6106175998854293,0.6027092360412761
2.0,1283.0,2.0,2500.0,5.0,7.0,5.0,0.01,2.4101921695700215,0.6879823844260377,0.6077644254122165,0.5833847609262144
2.0,1284.0,2.0,2500.0,5.0,7.0,5.0,0.01,2.3552645020336826,0.6713958920578823,0.6154931316716401,0.6012862581911647
2.0,1285.0,2.0,2500.0,5.0,7.0,5.0,0.01,2.4324596325644534,0.7295169616468705,0.6219488607728935,0.6338578215650837
2.0,1286.0,2.0,2500.0,5.0,7.0,5.0,0.01,2.482821110046365,0.6756152872391294,0.6142273122945278,0.5934608957364081
2.0,1287.0,2.0,2500.0,5.0,7.0,5.0,0.01,2.4039458474707867,0.7037828023501881,0.6235481193481439,0.6257306643491587
2.0,1288.0,2.0,2500.0,5.0,7.0,5.0,0.01,2.394127687895067,0.716985219944268,0.6272423404358899,0.6106215946589206
2.0,1289.0,2.0,2500.0,5.0,7.0,5.0,0.01,2.3649425852851205,0.6731312351180868,0.5873795434354677,0.6218813802485119
2.0,1290.0,2.0,2500.0,5.0,7.0,5.0,0.01,2.343446381353048,0.6797809616889888,0.6135028242014061,0.591645967645054
2.0,1291.0,2.0,2500.0,5.0,7.0,5.0,0.01,2.372551868534202,0.7315426232260556,0.6250143261078908,0.6160478317148356
2.0,1292.0,2.0,2500.0,5.0,7.0,5.0,0.01,2.3541313649311433,0.6666179962304645,0.6139516346166515,0.6022683833472533
2.0,1293.0,2.0,2500.0,5.0,7.0,5.0,0.01,2.4151142424251493,0.6907884928216742,0.611953637951087,0.6177569406699533
2.0,1294.0,2.0,2500.0,5.0,7.0,5.0,0.01,2.329632763644983,0.6904949672141776,0.6223927852699076,0.6412684335618086
2.0,1295.0,2.0,2500.0,5.0,7.0,5.0,0.01,2.3563137007723327,0.6918391209517301,0.607217750700102,0.5991795633618987
2.0,1296.0,2.0,2500.0,5.0,7.0,5.0,0.01,2.4618445158837328,0.679706264769748,0.5876860649481797,0.6164317488812526
2.0,1297.0,2.0,2500.0,5.0,7.0,5.0,0.01,2.371061794813906,0.6936375637571487,0.6195583363158926,0.6219190379205233
2.0,1298.0,2.0,2500.0,5.0,7.0,5.0,0.01,2.371995726821836,0.6869769723661967,0.604123641127395,0.6081260640820513
2.0,1299.0,2.0,2500.0,5.0,7.0,5.0,0.01,2.3868466987739865,0.6566272710348283,0.5945914618739482,0.6127348908790323
2.0,1300.0,2.0,2500.0,5.0,7.0,5.0,0.01,2.3913530761959927,0.6922733045623057,0.6040268588088812,0.629694050635917
2.0,1301.0,2.0,2500.0,5.0,7.0,5.0,0.01,2.368925613663734,0.6696089320804257,0.6017041602993121,0.6277227484442853
2.0,1302.0,2.0,2500.0,5.0,7.0,5.0,0.01,2.418713314877572,0.6949182380122949,0.6195897810163147,0.6364223182499084
2.0,1303.0,2.0,2500.0,5.0,7.0,5.0,0.01,2.4375993841277244,0.6460261619198421,0.6009992502559982,0.5891727245695425
2.0,1304.0,2.0,2500.0,5.0,7.0,5.0,0.01,2.437813861472709,0.7012382230839542,0.5988673939087454,0.622114072406152
2.0,1305.0,2.0,2500.0,5.0,7.0,5.0,0.01,2.3305777196141206,0.6934356951868088,0.6171575607822002,0.6180396504452078
2.0,1306.0,2.0,2500.0,5.0,7.0,5.0,0.01,2.399695416624404,0.7014689490021901,0.5907092348560284,0.6185896497105337
2.0,1307.0,2.0,2500.0,5.0,7.0,5.0,0.01,2.485538340474913,0.7088369907349518,0.6187350294821048,0.6248213190382209
2.0,1308.0,2.0,2500.0,5.0,7.0,5.0,0.01,2.457150362859454,0.7136559741945391,0.6184081624887809,0.6100404613139714
2.0,1309.0,2.0,2500.0,5.0,7.0,5.0,0.01,2.3810774215234987,0.6912890853743772,0.624608832678235,0.6068748956121278
2.0,1310.0,2.0,2500.0,5.0,7.0,5.0,0.01,2.414451040073743,0.747335708983338,0.6354322387216251,0.621780314972457
2.0,1311.0,2.0,2500.0,5.0,7.0,5.0,0.01,2.4100822372988917,0.658446107728306,0.6000095384090366,0.5928268321247048
2.0,1312.0,2.0,2500.0,5.0,7.0,5.0,0.01,2.4533947108352803,0.6919145451571679,0.6166577793474614,0.6080487446993542
2.0,1313.0,2.0,2500.0,5.0,7.0,5.0,0.01,2.4000937198733623,0.6818258128333045,0.6118449750350909,0.5947743053023409
2.0,1314.0,2.0,2500.0,5.0,7.0,5.0,0.01,2.3990920976377748,0.6689851462986772,0.603547899389759,0.6033720958282256
2.0,1315.0,2.0,2500.0,5.0,7.0,5.0,0.01,2.39924943166385,0.6799888604605905,0.5900570821563192,0.6043617634451776
2.0,1316.0,2.0,2500.0,5.0,7.0,5.0,0.01,2.3810644234278815,0.6635936368152795,0.6080872563447738,0.6261273205342385
2.0,1317.0,2.0,2500.0,5.0,7.0,5.0,0.01,2.4562155763130176,0.6882563646329201,0.6130462006050665,0.5968350166202582
2.0,1318.0,2.0,2500.0,5.0,7.0,5.0,0.01,2.4012824574817904,0.661011623931021,0.6118368938483122,0.6000496254370775
2.0,1319.0,2.0,2500.0,5.0,7.0,5.0,0.01,2.40072962256635,0.6702946380119035,0.5966651943255432,0.5664943833917075
2.0,1320.0,2.0,2500.0,5.0,7.0,5.0,0.01,2.30632766519501,0.6806652490395919,0.6066767308187015,0.6336725549394112
2.0,1321.0,2.0,2500.0,5.0,7.0,5.0,0.01,2.3624365808735397,0.6990100385286077,0.6222482937848964,0.5942246554254712
2.0,1322.0,2.0,2500.0,5.0,7.0,5.0,0.01,2.4709772923228095,0.7321836789603284,0.5992974370369869,0.5824410815147968
2.0,1323.0,2.0,2500.0,5.0,7.0,5.0,0.01,2.4820904330269746,0.7068818332377615,0.5964554881864028,0.6181491998957678
2.0,1324.0,2.0,2500.0,5.0,7.0,5.0,0.01,2.383852162737642,0.6835761522793664,0.6233628574388715,0.6000967594999
2.0,1325.0,2.0,2500.0,5.0,7.0,5.0,0.01,2.3988061765228332,0.6986745619498771,0.6226851209954503,0.627659682330431
2.0,1326.0,2.0,2500.0,5.0,7.0,5.0,0.01,2.3947431559108643,0.7054861135206584,0.6234694670767467,0.6193694484076008
2.0,1327.0,2.0,2500.0,5.0,7.0,5.0,0.01,2.4430366648560167,0.6673452028819424,0.5635162976426095,0.5936120213041746
2.0,1328.0,2.0,2500.0,5.0,7.0,5.0,0.01,2.3516616542930864,0.6856623435299778,0.5943001102298406,0.6308145634563119
2.0,1329.0,2.0,2500.0,5.0,7.0,5.0,0.01,2.4430496135989985,0.6584617715852126,0.5876839898155316,0.5890833945233086
2.0,1330.0,2.0,2500.0,5.0,7.0,5.0,0.01,2.375494490489547,0.6907250303775401,0.6047268820126845,0.6247482405679589
2.0,1331.0,2.0,2500.0,5.0,7.0,5.0,0.01,2.4413206609626408,0.6607299120867648,0.6095296514101867,0.6141538456995683
2.0,1332.0,2.0,2500.0,5.0,7.0,5.0,0.01,2.4443016642586115,0.686926726107144,0.6111091718224492,0.6406855045020308
2.0,1333.0,2.0,2500.0,5.0,7.0,5.0,0.01,2.41505892565755,0.6817114766820004,0.6151342675941273,0.6004146392451464
2.0,1334.0,2.0,2500.0,5.0,7.0,5.0,0.01,2.336285970755247,0.6820704218265871,0.6315293592037591,0.6253878555556216
2.0,1335.0,2.0,2500.0,5.0,7.0,5.0,0.01,2.4248556896808666,0.7120236886628347,0.6242220130615092,0.6262773908056236
2.0,1336.0,2.0,2500.0,5.0,7.0,5.0,0.01,2.4213031862009733,0.6946970136063322,0.6045412405545406,0.5963856398571273
2.0,1337.0,2.0,2500.0,5.0,7.0,5.0,0.01,2.4125316319008414,0.6826883998776803,0.5985691413168535,0.5936329531134217
2.0,1338.0,2.0,2500.0,5.0,7.0,5.0,0.01,2.335560678426465,0.6968015307858245,0.6230123860593564,0.6093973926769862
2.0,1339.0,2.0,2500.0,5.0,7.0,5.0,0.01,2.3832192109238206,0.6753541023721097,0.6066640819182176,0.6315126316580122
2.0,1340.0,2.0,2500.0,5.0,7.0,5.0,0.01,2.3598749782822783,0.654789233231416,0.6070792449950644,0.5775386641428296
2.0,1341.0,2.0,2500.0,5.0,7.0,5.0,0.01,2.393813929903195,0.6693699903849251,0.5978791240360272,0.622228509912747
2.0,1342.0,2.0,2500.0,5.0,7.0,5.0,0.01,2.359168478523957,0.6939133736577241,0.6227152768486881,0.5974688176778465
2.0,1343.0,2.0,2500.0,5.0,7.0,5.0,0.01,2.3976853213819247,0.6779451402290825,0.6013495072876226,0.6353933580043168
2.0,1344.0,2.0,2500.0,5.0,7.0,5.0,0.01,2.3073053344938304,0.7011723697497855,0.6205809043194088,0.6203410469834734
2.0,1345.0,2.0,2500.0,5.0,7.0,5.0,0.01,2.3767338043614274,0.7046238905022142,0.6135678783490022,0.6220252712974383
2.0,1346.0,2.0,2500.0,5.0,7.0,5.0,0.01,2.3951885837131583,0.6540104363578909,0.6174747402863353,0.5898213870271155
2.0,1347.0,2.0,2500.0,5.0,7.0,5.0,0.01,2.3699546372788376,0.6764852574607013,0.5923275884492651,0.608698122088151
2.0,1348.0,2.0,2500.0,5.0,7.0,5.0,0.01,2.4412208935364363,0.7014694465826129,0.6304478304614117,0.5804467949740378
2.0,1349.0,2.0,2500.0,5.0,7.0,5.0,0.01,2.3891018625507487,0.6807255507062027,0.6096567016957765,0.6064558627635266
2.0,1350.0,2.0,2500.0,5.0,7.0,5.0,0.01,2.4083240062166977,0.6914278156738609,0.6226910892425094,0.6131928616713642
2.0,1351.0,2.0,2500.0,5.0,7.0,5.0,0.01,2.3813142983427595,0.6749042736082167,0.6127835147086721,0.600333913442541
2.0,1352.0,2.0,2500.0,5.0,7.0,5.0,0.01,2.387668584079334,0.6574373722549046,0.5720823169723284,0.6092832097306627
2.0,1353.0,2.0,2500.0,5.0,7.0,5.0,0.01,2.357632354224873,0.6884638315855567,0.6126324940582176,0.6280292936764462
2.0,1354.0,2.0,2500.0,5.0,7.0,5.0,0.01,2.463943596318046,0.7171550153427549,0.5903935728148654,0.6122729764531311
2.0,1355.0,2.0,2500.0,5.0,7.0,5.0,0.01,2.3526334028322275,0.6419069966289291,0.5893521770855737,0.6059543611217729
2.0,1356.0,2.0,2500.0,5.0,7.0,5.0,0.01,2.42157523736492,0.6938662556561325,0.6288747954605217,0.6035368212332439
2.0,1357.0,2.0,2500.0,5.0,7.0,5.0,0.01,2.3747585409502143,0.7005509195417648,0.6141907399995007,0.5920416521399456
2.0,1358.0,2.0,2500.0,5.0,7.0,5.0,0.01,2.357955442177747,0.68207212800133,0.6010479061197512,0.6259549853964252
2.0,1359.0,2.0,2500.0,5.0,7.0,5.0,0.01,2.3689831268085264,0.6982929544198083,0.6304001144226863,0.6091362829224173
2.0,1360.0,2.0,2500.0,5.0,7.0,5.0,0.01,2.453830147190034,0.6689732078160328,0.6077520553690396,0.6011049878578784
2.0,1361.0,2.0,2500.0,5.0,7.0,5.0,0.01,2.406981794889427,0.6646279346373873,0.5868616457078262,0.5907085787060994
2.0,1362.0,2.0,2500.0,5.0,7.0,5.0,0.01,2.3812534824629683,0.6712130769535416,0.6182488404135947,0.6061708361780384
2.0,1363.0,2.0,2500.0,5.0,7.0,5.0,0.01,2.4076886030630904,0.6763635035029586,0.6074137962159443,0.6122778323613816
2.0,1364.0,2.0,2500.0,5.0,7.0,5.0,0.01,2.334312573611389,0.7215805641420739,0.6436641442970401,0.6021349105198043
2.0,1365.0,2.0,2500.0,5.0,7.0,5.0,0.01,2.3960703063062887,0.6825556530911582,0.6213225113448804,0.6211429370323446
2.0,1366.0,2.0,2500.0,5.0,7.0,5.0,0.01,2.4206736207137527,0.6446789560796878,0.6302470135603455,0.5947099049100029
2.0,1367.0,2.0,2500.0,5.0,7.0,5.0,0.01,2.353166375314555,0.7143503630780983,0.6204459235751378,0.6239852267107597
2.0,1368.0,2.0,2500.0,5.0,7.0,5.0,0.01,2.4259383509404002,0.6722075470224681,0.6280172126679463,0.5919889828493422
2.0,1369.0,2.0,2500.0,5.0,7.0,5.0,0.01,2.3413609758952463,0.677865396225653,0.6118940838141209,0.6282728630292501
2.0,1370.0,2.0,2500.0,5.0,7.0,5.0,0.01,2.422232331018743,0.6415703583989508,0.6124278469898675,0.5834928231014428
2.0,1371.0,2.0,2500.0,5.0,7.0,5.0,0.01,2.442953672677885,0.6508443789720306,0.5821172160990331,0.5937456804077508
2.0,1372.0,2.0,2500.0,5.0,7.0,5.0,0.01,2.3772541422724642,0.6752521385474808,0.6138120010615886,0.6105846032669359
2.0,1373.0,2.0,2500.0,5.0,7.0,5.0,0.01,2.4193243617155953,0.658591132688593,0.6101950626197936,0.6085430045824342
2.0,1374.0,2.0,2500.0,5.0,7.0,5.0,0.01,2.4547903218527525,0.6871936200985882,0.6136126727641336,0.584997287145523
2.0,1375.0,2.0,2500.0,5.0,7.0,5.0,0.01,2.4135866109307105,0.6743557990413199,0.6086507718255753,0.603722036588919
2.0,1376.0,2.0,2500.0,5.0,7.0,5.0,0.01,2.3452095411925535,0.6541349931143535,0.6029401483210979,0.5916080564673274
2.0,1377.0,2.0,2500.0,5.0,7.0,5.0,0.01,2.4452277987183257,0.6633706877464178,0.6198094335662271,0.6180678794833304
2.0,1378.0,2.0,2500.0,5.0,7.0,5.0,0.01,2.3434359158538687,0.6794843237785285,0.6072489576993413,0.6184417478954796
2.0,1379.0,2.0,2500.0,5.0,7.0,5.0,0.01,2.3714540141657805,0.6852420870446295,0.627951817424144,0.5713127485692393
2.0,1380.0,2.0,2500.0,5.0,7.0,5.0,0.01,2.3436306346606672,0.667972011794047,0.6099004323501738,0.6128507223758553
2.0,1381.0,2.0,2500.0,5.0,7.0,5.0,0.01,2.353018833966038,0.6918354598042552,0.6255692503163791,0.6177491229565303
2.0,1382.0,2.0,2500.0,5.0,7.0,5.0,0.01,2.4653022590939746,0.6881998395527954,0.6290167323292614,0.5799686584058134
2.0,1383.0,2.0,2500.0,5.0,7.0,5.0,0.01,2.4083163710625195,0.6787158335193476,0.6108893175301576,0.581515228667815
2.0,1384.0,2.0,2500.0,5.0,7.0,5.0,0.01,2.4054123064834565,0.673985606313645,0.5887342334103329,0.6106342396283521
2.0,1385.0,2.0,2500.0,5.0,7.0,5.0,0.01,2.394652055855572,0.7129414223491949,0.6156223993589479,0.5904228946593354
2.0,1386.0,2.0,2500.0,5.0,7.0,5.0,0.01,2.42332676017288,0.6650783067105949,0.5987000165189923,0.6100145715285497
2.0,1387.0,2.0,2500.0,5.0,7.0,5.0,0.01,2.4365627266968026,0.7057189387645583,0.6037049943161387,0.6085276324917555
2.0,1388.0,2.0,2500.0,5.0,7.0,5.0,0.01,2.4071882701556113,0.7105207725134172,0.6046823692933891,0.6242661537064176
2.0,1389.0,2.0,2500.0,5.0,7.0,5.0,0.01,2.392269695208556,0.6548162213698044,0.6044488911033317,0.6134764685197286
2.0,1390.0,2.0,2500.0,5.0,7.0,5.0,0.01,2.3905053422549893,0.685529677889216,0.6065286396190039,0.6173870986911408
2.0,1391.0,2.0,2500.0,5.0,7.0,5.0,0.01,2.367366659159845,0.7138250924913639,0.6419471370682412,0.624841702042895
2.0,1392.0,2.0,2500.0,5.0,7.0,5.0,0.01,2.438652755400372,0.6594432812171851,0.6093733725229015,0.5919834546518878
2.0,1393.0,2.0,2500.0,5.0,7.0,5.0,0.01,2.3373019968093027,0.6881490689717653,0.6028475916542537,0.6409854540644372
2.0,1394.0,2.0,2500.0,5.0,7.0,5.0,0.01,2.407076064855695,0.682187398300055,0.6167958009166268,0.5797980002766953
2.0,1395.0,2.0,2500.0,5.0,7.0,5.0,0.01,2.3886211142545646,0.6794484969475917,0.6137612501345232,0.6036363014763847
2.0,1396.0,2.0,2500.0,5.0,7.0,5.0,0.01,2.4071586070866915,0.6712310111457096,0.6093771546936484,0.6224040902759541
2.0,1397.0,2.0,2500.0,5.0,7.0,5.0,0.01,2.420543986222718,0.6843710925533901,0.6128810518072115,0.6158881092689432
2.0,1398.0,2.0,2500.0,5.0,7.0,5.0,0.01,2.421377690346068,0.6589076393185311,0.5933346865158786,0.5954855805891434
2.0,1399.0,2.0,2500.0,5.0,7.0,5.0,0.01,2.356463012869629,0.6820441804352049,0.6208950984380003,0.604284493984291
2.0,1400.0,2.0,2500.0,5.0,7.0,5.0,0.01,2.448115131376572,0.6685023523757228,0.5980520543440574,0.6053010282527302
2.0,1401.0,2.0,2500.0,5.0,7.0,5.0,0.01,2.4093615023278994,0.6704208914691264,0.6194337344586572,0.6246732303580855
2.0,1402.0,2.0,2500.0,5.0,7.0,5.0,0.01,2.4231842184775356,0.6977239494130748,0.5984748085679821,0.600550699007274
2.0,1403.0,2.0,2500.0,5.0,7.0,5.0,0.01,2.458188009443648,0.6718753935668604,0.5790597972125776,0.5942147928679992
2.0,1404.0,2.0,2500.0,5.0,7.0,5.0,0.01,2.3958927436560713,0.7223239727570356,0.6142113988093687,0.6211744250078189
2.0,1405.0,2.0,2500.0,5.0,7.0,5.0,0.01,2.424171110508817,0.6623723568178758,0.5694301409002882,0.629100754214206
2.0,1406.0,2.0,2500.0,5.0,7.0,5.0,0.01,2.4103734368673395,0.6758366193525528,0.6085595903485791,0.5902815537922922
2.0,1407.0,2.0,2500.0,5.0,7.0,5.0,0.01,2.3605635634747713,0.669286491267826,0.5880128062773521,0.6159499699911885
2.0,1408.0,2.0,2500.0,5.0,7.0,5.0,0.01,2.374328009892262,0.6803066021105686,0.6336656359400665,0.6137767673262436
2.0,1409.0,2.0,2500.0,5.0,7.0,5.0,0.01,2.42600441052165,0.6882200935556522,0.6316541980337451,0.6026451453414079
2.0,1410.0,2.0,2500.0,5.0,7.0,5.0,0.01,2.4104964146308254,0.7115178957979933,0.6136534112378483,0.6210837900116428
2.0,1411.0,2.0,2500.0,5.0,7.0,5.0,0.01,2.3967150739414906,0.640653996357049,0.5891497083521474,0.6138662312661822
2.0,1412.0,2.0,2500.0,5.0,7.0,5.0,0.01,2.4125243233912244,0.741638420920334,0.6101861755432291,0.6357641142932224
2.0,1413.0,2.0,2500.0,5.0,7.0,5.0,0.01,2.4469859755430785,0.6874440726042407,0.6030431273241212,0.6349434236031983
2.0,1414.0,2.0,2500.0,5.0,7.0,5.0,0.01,2.445688309467231,0.6764168328386247,0.5944208573596524,0.607425496992405
2.0,1415.0,2.0,2500.0,5.0,7.0,5.0,0.01,2.4037514250418255,0.711698104082345,0.6155607528834991,0.6098756007784089
2.0,1416.0,2.0,2500.0,5.0,7.0,5.0,0.01,2.4145697194122584,0.7086884312353279,0.6157631803338246,0.6124190721268455
