cliques,network_int,connections,conversations,prototypes,dimensions,adaptiveness,degrade,starting_distance_network,network_distance,clique_1_distance,clique_2_distance,clique_3_distance,clique_4_distance
4.0,137.0,4.0,2500.0,5.0,7.0,5.0,0.01,2.3708818544094377,0.7447698165386206,0.6052984523039294,0.603306565416641,0.5955476810943156,0.6403660447601551
4.0,138.0,4.0,2500.0,5.0,7.0,5.0,0.01,2.3871331614783413,0.7835692144804791,0.6465551514666444,0.6143857537579935,0.6381713306315124,0.6142465293268536
4.0,139.0,4.0,2500.0,5.0,7.0,5.0,0.01,2.3961287030152114,0.723592361824982,0.649873282249393,0.5829333254885273,0.5973094444772952,0.6356610711441867
4.0,140.0,4.0,2500.0,5.0,7.0,5.0,0.01,2.4549605911302685,0.7498235307973743,0.637612914525817,0.6250488434253987,0.5924344591746864,0.6045902993011293
4.0,141.0,4.0,2500.0,5.0,7.0,5.0,0.01,2.402161005932365,0.7571384726522125,0.6054653601715494,0.6246473651915639,0.5819475238500548,0.6260569525317732
4.0,142.0,4.0,2500.0,5.0,7.0,5.0,0.01,2.3533320058342153,0.7429777863583156,0.6330812910441025,0.6346172596296686,0.620535125234035,0.6342837463310117
4.0,143.0,4.0,2500.0,5.0,7.0,5.0,0.01,2.4667164970074373,0.8056151713023457,0.6059884244826378,0.6774878922859481,0.6505354717043405,0.6126911921740157
4.0,144.0,4.0,2500.0,5.0,7.0,5.0,0.01,2.3836657003050754,0.7566108741859009,0.6059539789999886,0.6329836699746152,0.6226310992054479,0.6175010939012632
4.0,145.0,4.0,2500.0,5.0,7.0,5.0,0.01,2.3441070133109356,0.7374817819483486,0.6145216432681205,0.6384037368578361,0.5566004888050585,0.6073933563779204
4.0,146.0,4.0,2500.0,5.0,7.0,5.0,0.01,2.388743339165037,0.7166372329825014,0.6132015609346734,0.6094191692685336,0.6078498782003489,0.5789116182422992
4.0,147.0,4.0,2500.0,5.0,7.0,5.0,0.01,2.3912621575111683,0.7787955888494696,0.6006812972174241,0.5853500765166945,0.6342612624086447,0.5971530525771577
4.0,148.0,4.0,2500.0,5.0,7.0,5.0,0.01,2.4233831186915413,0.7938929375002608,0.605244423678043,0.6271419482759307,0.6349672600490346,0.6631382288921956
4.0,149.0,4.0,2500.0,5.0,7.0,5.0,0.01,2.378754179838521,0.7617284470355244,0.5711649454683989,0.5905105805515518,0.6609160211338063,0.625382570595353
4.0,150.0,4.0,2500.0,5.0,7.0,5.0,0.01,2.4029069815879383,0.7273584030236088,0.6224432236298552,0.6070435453889605,0.6423854818877136,0.623770991585183
4.0,151.0,4.0,2500.0,5.0,7.0,5.0,0.01,2.3951737037232657,0.750123424928119,0.6003060411889712,0.5930082946302854,0.6459051348567205,0.6162463026047457
4.0,152.0,4.0,2500.0,5.0,7.0,5.0,0.01,2.4600148709076497,0.7710051779627201,0.652124765522982,0.665119391508637,0.5945742280184725,0.6545856009831154
4.0,153.0,4.0,2500.0,5.0,7.0,5.0,0.01,2.3447489749383794,0.7055347225026516,0.5978069233510417,0.5752806975978694,0.6162257705173546,0.6057482569839377
4.0,154.0,4.0,2500.0,5.0,7.0,5.0,0.01,2.388976279754061,0.7513422708344142,0.6527795466667837,0.621279239124061,0.590460364574,0.6339421153814033
4.0,155.0,4.0,2500.0,5.0,7.0,5.0,0.01,2.3172584726449696,0.7759008512606301,0.6246049908765647,0.6168340931105138,0.6268912516090384,0.6557613520621411
4.0,156.0,4.0,2500.0,5.0,7.0,5.0,0.01,2.349587883083422,0.7164636284304352,0.609162961847236,0.568078468402914,0.5419997084861851,0.6060958168239201
4.0,157.0,4.0,2500.0,5.0,7.0,5.0,0.01,2.398629813788035,0.7594137855112522,0.642681833840984,0.6631461384656377,0.6291711388073215,0.6240423673266876
4.0,158.0,4.0,2500.0,5.0,7.0,5.0,0.01,2.387064444047418,0.7863899110641415,0.6415255843473749,0.6188285941369062,0.6091335068419261,0.6451200898668108
