cliques,network_int,connections,conversations,prototypes,dimensions,adaptiveness,degrade,starting_distance_network,network_distance,clique_1_distance,clique_2_distance,clique_3_distance
3.0,104.0,3.0,2500.0,5.0,7.0,5.0,0.01,2.362981437195754,0.7230739903685425,0.6086322325018558,0.6116289032953209,0.5924419594422706
3.0,105.0,3.0,2500.0,5.0,7.0,5.0,0.01,2.415638846190945,0.7410928155695464,0.6298189715666392,0.6126478561845808,0.5924854057740175
3.0,106.0,3.0,2500.0,5.0,7.0,5.0,0.01,2.4182459861777623,0.7368980835721985,0.5938645382586599,0.6157645099180448,0.6137670855287308
3.0,107.0,3.0,2500.0,5.0,7.0,5.0,0.01,2.3826748874664734,0.7317205083089565,0.6022507624404997,0.643633124625615,0.6142042030887574
3.0,108.0,3.0,2500.0,5.0,7.0,5.0,0.01,2.385805222331016,0.7428569466919616,0.5968578161003801,0.6410146130415818,0.6095914974402615
3.0,109.0,3.0,2500.0,5.0,7.0,5.0,0.01,2.399296823728297,0.7240095444158611,0.6124299994094132,0.6060513167923949,0.6314639767729177
3.0,110.0,3.0,2500.0,5.0,7.0,5.0,0.01,2.3889346862760448,0.7348794043631169,0.6083672984579633,0.6041808749575424,0.5934144477427937
3.0,111.0,3.0,2500.0,5.0,7.0,5.0,0.01,2.4534363150696907,0.7008246075616215,0.5832026273578698,0.5978752457070611,0.5782591161373428
3.0,112.0,3.0,2500.0,5.0,7.0,5.0,0.01,2.424074734849737,0.7172575302109857,0.5868734104560334,0.5822921954467383,0.6171810952433185
3.0,113.0,3.0,2500.0,5.0,7.0,5.0,0.01,2.456048109436214,0.7537000522671509,0.6035092596399364,0.6107646665504385,0.6142511297254473
3.0,114.0,3.0,2500.0,5.0,7.0,5.0,0.01,2.4133097855490724,0.7326854586570846,0.5995456791777564,0.6471884722805424,0.6249643270437648
3.0,115.0,3.0,2500.0,5.0,7.0,5.0,0.01,2.3465293677346692,0.7382554740739897,0.6274448978236012,0.6396854184059441,0.6287925580798309
3.0,116.0,3.0,2500.0,5.0,7.0,5.0,0.01,2.340305205887321,0.6982239679514539,0.5823752770255534,0.6186434038446355,0.5900162790530722
3.0,117.0,3.0,2500.0,5.0,7.0,5.0,0.01,2.454907720004832,0.7455795028830889,0.599421110653055,0.6149966663446581,0.577046147869137
3.0,118.0,3.0,2500.0,5.0,7.0,5.0,0.01,2.42680750947602,0.711558200365967,0.6083797234015637,0.5953409755274219,0.638166864471775
3.0,119.0,3.0,2500.0,5.0,7.0,5.0,0.01,2.4584999963072898,0.7297210559236424,0.6251787422972218,0.5992301594916485,0.6152823792075751
3.0,120.0,3.0,2500.0,5.0,7.0,5.0,0.01,2.3267542760346402,0.7365779808845101,0.6150521089411897,0.6139474230501588,0.6293767605073499
3.0,121.0,3.0,2500.0,5.0,7.0,5.0,0.01,2.394904486371127,0.7296115866713347,0.6412082647791655,0.5983369000345922,0.6207245963172058
